[15:21:26]  <ipython-input-2-09f797b7f757> :: INFO : Analysis started
[15:43:53]  pyseqrna_stats :: INFO : 5638106 input reads in OA1
[15:43:54]  pyseqrna_stats :: INFO : 4387840 input reads in OA2
[15:43:54]  pyseqrna_stats :: INFO : 4311386 input reads in OA3
[15:43:54]  pyseqrna_stats :: INFO : 3422987 input reads in OB1
[15:43:55]  pyseqrna_stats :: INFO : 4074392 input reads in OB2
[15:43:55]  pyseqrna_stats :: INFO : 2956195 input reads in OB3
[15:43:55]  pyseqrna_stats :: INFO : 3620241 input reads in OC1
[15:43:56]  pyseqrna_stats :: INFO : 3714522 input reads in OC2
[15:43:56]  pyseqrna_stats :: INFO : 4277085 input reads in OC3
[15:43:57]  pyseqrna_stats :: INFO : 3654032 input reads in OD1
[15:43:57]  pyseqrna_stats :: INFO : 4268401 input reads in OD2
[15:43:58]  pyseqrna_stats :: INFO : 5056076 input reads in OD3
[15:43:58]  pyseqrna_stats :: INFO : 2950621 input reads in OE1
[15:43:58]  pyseqrna_stats :: INFO : 4089901 input reads in OE2
[15:43:59]  pyseqrna_stats :: INFO : 3381982 input reads in OE3
[15:43:59]  pyseqrna_stats :: INFO : 4487717 input reads in OF1
[15:43:59]  pyseqrna_stats :: INFO : 4144016 input reads in OF2
[15:44:00]  pyseqrna_stats :: INFO : 2849524 input reads in OF3
[15:44:00]  pyseqrna_stats :: INFO : 4570286 input reads in OG1
[15:44:01]  pyseqrna_stats :: INFO : 4121565 input reads in OG2
[15:44:01]  pyseqrna_stats :: INFO : 3108375 input reads in OG3
[15:44:01]  pyseqrna_stats :: INFO : 6299569 input reads in OH1
[15:44:02]  pyseqrna_stats :: INFO : 4606531 input reads in OH2
[15:44:02]  pyseqrna_stats :: INFO : 3328798 input reads in OH3
[15:44:03]  pyseqrna_stats :: INFO : 4758528 input reads in OI1
[15:44:03]  pyseqrna_stats :: INFO : 5485545 input reads in OI2
[15:44:03]  pyseqrna_stats :: INFO : 4124889 input reads in OI3
[15:44:04]  pyseqrna_stats :: INFO : 3772121 input reads in OJ1
[15:44:04]  pyseqrna_stats :: INFO : 4058199 input reads in OJ2
[15:44:05]  pyseqrna_stats :: INFO : 4303180 input reads in OJ3
[15:44:05]  pyseqrna_stats :: INFO : 3551561 input reads in OK1
[15:44:05]  pyseqrna_stats :: INFO : 5075294 input reads in OK2
[15:44:06]  pyseqrna_stats :: INFO : 3508282 input reads in OK3
[15:44:06]  pyseqrna_stats :: INFO : 4148981 input reads in OL1
[15:44:07]  pyseqrna_stats :: INFO : 4142483 input reads in OL2
[15:44:07]  pyseqrna_stats :: INFO : 4972908 input reads in OL3
[15:44:07]  pyseqrna_stats :: INFO : 2817694 input reads in OM1
[15:44:08]  pyseqrna_stats :: INFO : 3982275 input reads in OM2
[15:44:08]  pyseqrna_stats :: INFO : 3234120 input reads in OM3
[15:44:08]  pyseqrna_stats :: INFO : 4417167 input reads in ON1
[15:44:09]  pyseqrna_stats :: INFO : 4615520 input reads in ON2
[15:44:09]  pyseqrna_stats :: INFO : 3418801 input reads in ON3
[15:44:10]  pyseqrna_stats :: INFO : 3926052 input reads in OO1
[15:44:10]  pyseqrna_stats :: INFO : 3681778 input reads in OO2
[15:44:11]  pyseqrna_stats :: INFO : 3985402 input reads in OO3
[15:44:11]  pyseqrna_stats :: INFO : 5646086 input reads in OP1
[15:44:11]  pyseqrna_stats :: INFO : 4917986 input reads in OP2
[15:44:12]  pyseqrna_stats :: INFO : 5021000 input reads in OP3
[15:44:12]  pyseqrna_stats :: INFO : 3912147 input reads in OQ1
[15:44:13]  pyseqrna_stats :: INFO : 5071443 input reads in OQ2
[15:44:13]  pyseqrna_stats :: INFO : 4295425 input reads in OQ3
[15:44:13]  pyseqrna_stats :: INFO : 3313419 input reads in OR1
[15:44:14]  pyseqrna_stats :: INFO : 4647861 input reads in OR2
[15:44:14]  pyseqrna_stats :: INFO : 4778926 input reads in OR3
[15:44:15]  pyseqrna_stats :: INFO : 4446298 input reads in OS1
[15:44:15]  pyseqrna_stats :: INFO : 4642844 input reads in OS2
[15:44:16]  pyseqrna_stats :: INFO : 4485440 input reads in OS3
[15:44:16]  pyseqrna_stats :: INFO : 4422201 input reads in OT1
[15:44:16]  pyseqrna_stats :: INFO : 4271251 input reads in OT2
[15:44:17]  pyseqrna_stats :: INFO : 2710744 input reads in OT3
[15:44:17]  pyseqrna_stats :: INFO : 3301657 input reads in OU1
[15:44:17]  pyseqrna_stats :: INFO : 4678317 input reads in OU2
[15:44:18]  pyseqrna_stats :: INFO : 3401870 input reads in OU3
[15:44:18]  pyseqrna_stats :: INFO : 4797095 input reads in OV1
[15:44:19]  pyseqrna_stats :: INFO : 4996771 input reads in OV2
[15:44:19]  pyseqrna_stats :: INFO : 4558695 input reads in OV3
[15:44:20]  pyseqrna_stats :: INFO : 3222900 input reads in OW1
[15:44:20]  pyseqrna_stats :: INFO : 4715131 input reads in OW2
[15:44:20]  pyseqrna_stats :: INFO : 4180655 input reads in OW3
[15:44:21]  pyseqrna_stats :: INFO : 3676870 input reads in OX1
[15:44:21]  pyseqrna_stats :: INFO : 4612762 input reads in OX2
[15:44:22]  pyseqrna_stats :: INFO : 4551992 input reads in OX3
[15:44:53]  pyseqrna_stats :: INFO : Sorting bam completed for /home/naveen/Documents/Projects/barley_mali/morex_assembly/barley_pyseqrna_results/star_results/GA1Aligned.out.bam 
[15:45:26]  pyseqrna_stats :: INFO : Sorting bam completed for /home/naveen/Documents/Projects/barley_mali/morex_assembly/barley_pyseqrna_results/star_results/GA2Aligned.out.bam 
[15:45:59]  pyseqrna_stats :: INFO : Sorting bam completed for /home/naveen/Documents/Projects/barley_mali/morex_assembly/barley_pyseqrna_results/star_results/GA3Aligned.out.bam 
[15:46:29]  pyseqrna_stats :: INFO : Sorting bam completed for /home/naveen/Documents/Projects/barley_mali/morex_assembly/barley_pyseqrna_results/star_results/GB1Aligned.out.bam 
[15:47:02]  pyseqrna_stats :: INFO : Sorting bam completed for /home/naveen/Documents/Projects/barley_mali/morex_assembly/barley_pyseqrna_results/star_results/GB2Aligned.out.bam 
[15:47:28]  pyseqrna_stats :: INFO : Sorting bam completed for /home/naveen/Documents/Projects/barley_mali/morex_assembly/barley_pyseqrna_results/star_results/GB3Aligned.out.bam 
[15:47:58]  pyseqrna_stats :: INFO : Sorting bam completed for /home/naveen/Documents/Projects/barley_mali/morex_assembly/barley_pyseqrna_results/star_results/GC1Aligned.out.bam 
[15:48:47]  pyseqrna_stats :: INFO : Sorting bam completed for /home/naveen/Documents/Projects/barley_mali/morex_assembly/barley_pyseqrna_results/star_results/GC2Aligned.out.bam 
[15:49:16]  pyseqrna_stats :: INFO : Sorting bam completed for /home/naveen/Documents/Projects/barley_mali/morex_assembly/barley_pyseqrna_results/star_results/GC3Aligned.out.bam 
[15:49:48]  pyseqrna_stats :: INFO : Sorting bam completed for /home/naveen/Documents/Projects/barley_mali/morex_assembly/barley_pyseqrna_results/star_results/GD1Aligned.out.bam 
[15:50:25]  pyseqrna_stats :: INFO : Sorting bam completed for /home/naveen/Documents/Projects/barley_mali/morex_assembly/barley_pyseqrna_results/star_results/GD2Aligned.out.bam 
[15:50:56]  pyseqrna_stats :: INFO : Sorting bam completed for /home/naveen/Documents/Projects/barley_mali/morex_assembly/barley_pyseqrna_results/star_results/GD3Aligned.out.bam 
[15:51:28]  pyseqrna_stats :: INFO : Sorting bam completed for /home/naveen/Documents/Projects/barley_mali/morex_assembly/barley_pyseqrna_results/star_results/GE1Aligned.out.bam 
[15:52:04]  pyseqrna_stats :: INFO : Sorting bam completed for /home/naveen/Documents/Projects/barley_mali/morex_assembly/barley_pyseqrna_results/star_results/GE2Aligned.out.bam 
[15:52:38]  pyseqrna_stats :: INFO : Sorting bam completed for /home/naveen/Documents/Projects/barley_mali/morex_assembly/barley_pyseqrna_results/star_results/GE3Aligned.out.bam 
[15:53:11]  pyseqrna_stats :: INFO : Sorting bam completed for /home/naveen/Documents/Projects/barley_mali/morex_assembly/barley_pyseqrna_results/star_results/GF1Aligned.out.bam 
[15:53:46]  pyseqrna_stats :: INFO : Sorting bam completed for /home/naveen/Documents/Projects/barley_mali/morex_assembly/barley_pyseqrna_results/star_results/GF2Aligned.out.bam 
[15:54:17]  pyseqrna_stats :: INFO : Sorting bam completed for /home/naveen/Documents/Projects/barley_mali/morex_assembly/barley_pyseqrna_results/star_results/GF3Aligned.out.bam 
[15:54:48]  pyseqrna_stats :: INFO : Sorting bam completed for /home/naveen/Documents/Projects/barley_mali/morex_assembly/barley_pyseqrna_results/star_results/GG1Aligned.out.bam 
[15:55:20]  pyseqrna_stats :: INFO : Sorting bam completed for /home/naveen/Documents/Projects/barley_mali/morex_assembly/barley_pyseqrna_results/star_results/GG2Aligned.out.bam 
[15:56:10]  pyseqrna_stats :: INFO : Sorting bam completed for /home/naveen/Documents/Projects/barley_mali/morex_assembly/barley_pyseqrna_results/star_results/GG3Aligned.out.bam 
[15:56:45]  pyseqrna_stats :: INFO : Sorting bam completed for /home/naveen/Documents/Projects/barley_mali/morex_assembly/barley_pyseqrna_results/star_results/GH1Aligned.out.bam 
[15:57:21]  pyseqrna_stats :: INFO : Sorting bam completed for /home/naveen/Documents/Projects/barley_mali/morex_assembly/barley_pyseqrna_results/star_results/GH2Aligned.out.bam 
[15:57:50]  pyseqrna_stats :: INFO : Sorting bam completed for /home/naveen/Documents/Projects/barley_mali/morex_assembly/barley_pyseqrna_results/star_results/GH3Aligned.out.bam 
[15:58:23]  pyseqrna_stats :: INFO : Sorting bam completed for /home/naveen/Documents/Projects/barley_mali/morex_assembly/barley_pyseqrna_results/star_results/GI1Aligned.out.bam 
[15:59:11]  pyseqrna_stats :: INFO : Sorting bam completed for /home/naveen/Documents/Projects/barley_mali/morex_assembly/barley_pyseqrna_results/star_results/GI2Aligned.out.bam 
[15:59:37]  pyseqrna_stats :: INFO : Sorting bam completed for /home/naveen/Documents/Projects/barley_mali/morex_assembly/barley_pyseqrna_results/star_results/GI3Aligned.out.bam 
[16:00:07]  pyseqrna_stats :: INFO : Sorting bam completed for /home/naveen/Documents/Projects/barley_mali/morex_assembly/barley_pyseqrna_results/star_results/GJ1Aligned.out.bam 
[16:00:36]  pyseqrna_stats :: INFO : Sorting bam completed for /home/naveen/Documents/Projects/barley_mali/morex_assembly/barley_pyseqrna_results/star_results/GJ2Aligned.out.bam 
[16:01:06]  pyseqrna_stats :: INFO : Sorting bam completed for /home/naveen/Documents/Projects/barley_mali/morex_assembly/barley_pyseqrna_results/star_results/GJ3Aligned.out.bam 
[16:01:39]  pyseqrna_stats :: INFO : Sorting bam completed for /home/naveen/Documents/Projects/barley_mali/morex_assembly/barley_pyseqrna_results/star_results/GK1Aligned.out.bam 
[16:02:12]  pyseqrna_stats :: INFO : Sorting bam completed for /home/naveen/Documents/Projects/barley_mali/morex_assembly/barley_pyseqrna_results/star_results/GK2Aligned.out.bam 
[16:02:42]  pyseqrna_stats :: INFO : Sorting bam completed for /home/naveen/Documents/Projects/barley_mali/morex_assembly/barley_pyseqrna_results/star_results/GK3Aligned.out.bam 
[16:03:12]  pyseqrna_stats :: INFO : Sorting bam completed for /home/naveen/Documents/Projects/barley_mali/morex_assembly/barley_pyseqrna_results/star_results/GL1Aligned.out.bam 
[16:03:41]  pyseqrna_stats :: INFO : Sorting bam completed for /home/naveen/Documents/Projects/barley_mali/morex_assembly/barley_pyseqrna_results/star_results/GL2Aligned.out.bam 
[16:04:10]  pyseqrna_stats :: INFO : Sorting bam completed for /home/naveen/Documents/Projects/barley_mali/morex_assembly/barley_pyseqrna_results/star_results/GL3Aligned.out.bam 
[16:04:41]  pyseqrna_stats :: INFO : Sorting bam completed for /home/naveen/Documents/Projects/barley_mali/morex_assembly/barley_pyseqrna_results/star_results/GM1Aligned.out.bam 
[16:05:10]  pyseqrna_stats :: INFO : Sorting bam completed for /home/naveen/Documents/Projects/barley_mali/morex_assembly/barley_pyseqrna_results/star_results/GM2Aligned.out.bam 
[16:05:36]  pyseqrna_stats :: INFO : Sorting bam completed for /home/naveen/Documents/Projects/barley_mali/morex_assembly/barley_pyseqrna_results/star_results/GM3Aligned.out.bam 
[16:06:17]  pyseqrna_stats :: INFO : Sorting bam completed for /home/naveen/Documents/Projects/barley_mali/morex_assembly/barley_pyseqrna_results/star_results/GN1Aligned.out.bam 
[16:06:52]  pyseqrna_stats :: INFO : Sorting bam completed for /home/naveen/Documents/Projects/barley_mali/morex_assembly/barley_pyseqrna_results/star_results/GN2Aligned.out.bam 
[16:07:24]  pyseqrna_stats :: INFO : Sorting bam completed for /home/naveen/Documents/Projects/barley_mali/morex_assembly/barley_pyseqrna_results/star_results/GN3Aligned.out.bam 
[16:07:56]  pyseqrna_stats :: INFO : Sorting bam completed for /home/naveen/Documents/Projects/barley_mali/morex_assembly/barley_pyseqrna_results/star_results/GO1Aligned.out.bam 
[16:08:30]  pyseqrna_stats :: INFO : Sorting bam completed for /home/naveen/Documents/Projects/barley_mali/morex_assembly/barley_pyseqrna_results/star_results/GO2Aligned.out.bam 
[16:08:57]  pyseqrna_stats :: INFO : Sorting bam completed for /home/naveen/Documents/Projects/barley_mali/morex_assembly/barley_pyseqrna_results/star_results/GO3Aligned.out.bam 
[16:09:35]  pyseqrna_stats :: INFO : Sorting bam completed for /home/naveen/Documents/Projects/barley_mali/morex_assembly/barley_pyseqrna_results/star_results/GP1Aligned.out.bam 
[16:10:14]  pyseqrna_stats :: INFO : Sorting bam completed for /home/naveen/Documents/Projects/barley_mali/morex_assembly/barley_pyseqrna_results/star_results/GP2Aligned.out.bam 
[16:10:40]  pyseqrna_stats :: INFO : Sorting bam completed for /home/naveen/Documents/Projects/barley_mali/morex_assembly/barley_pyseqrna_results/star_results/GP3Aligned.out.bam 
[16:11:10]  pyseqrna_stats :: INFO : Sorting bam completed for /home/naveen/Documents/Projects/barley_mali/morex_assembly/barley_pyseqrna_results/star_results/GQ1Aligned.out.bam 
[16:11:42]  pyseqrna_stats :: INFO : Sorting bam completed for /home/naveen/Documents/Projects/barley_mali/morex_assembly/barley_pyseqrna_results/star_results/GQ2Aligned.out.bam 
[16:12:19]  pyseqrna_stats :: INFO : Sorting bam completed for /home/naveen/Documents/Projects/barley_mali/morex_assembly/barley_pyseqrna_results/star_results/GQ3Aligned.out.bam 
[16:12:48]  pyseqrna_stats :: INFO : Sorting bam completed for /home/naveen/Documents/Projects/barley_mali/morex_assembly/barley_pyseqrna_results/star_results/GR1Aligned.out.bam 
[16:13:26]  pyseqrna_stats :: INFO : Sorting bam completed for /home/naveen/Documents/Projects/barley_mali/morex_assembly/barley_pyseqrna_results/star_results/GR2Aligned.out.bam 
[16:13:56]  pyseqrna_stats :: INFO : Sorting bam completed for /home/naveen/Documents/Projects/barley_mali/morex_assembly/barley_pyseqrna_results/star_results/GR3Aligned.out.bam 
[16:14:29]  pyseqrna_stats :: INFO : Sorting bam completed for /home/naveen/Documents/Projects/barley_mali/morex_assembly/barley_pyseqrna_results/star_results/GS1Aligned.out.bam 
[16:14:59]  pyseqrna_stats :: INFO : Sorting bam completed for /home/naveen/Documents/Projects/barley_mali/morex_assembly/barley_pyseqrna_results/star_results/GS2Aligned.out.bam 
[16:15:27]  pyseqrna_stats :: INFO : Sorting bam completed for /home/naveen/Documents/Projects/barley_mali/morex_assembly/barley_pyseqrna_results/star_results/GS3Aligned.out.bam 
[16:16:02]  pyseqrna_stats :: INFO : Sorting bam completed for /home/naveen/Documents/Projects/barley_mali/morex_assembly/barley_pyseqrna_results/star_results/GT1Aligned.out.bam 
[16:16:34]  pyseqrna_stats :: INFO : Sorting bam completed for /home/naveen/Documents/Projects/barley_mali/morex_assembly/barley_pyseqrna_results/star_results/GT2Aligned.out.bam 
[16:17:05]  pyseqrna_stats :: INFO : Sorting bam completed for /home/naveen/Documents/Projects/barley_mali/morex_assembly/barley_pyseqrna_results/star_results/GT3Aligned.out.bam 
[16:17:37]  pyseqrna_stats :: INFO : Sorting bam completed for /home/naveen/Documents/Projects/barley_mali/morex_assembly/barley_pyseqrna_results/star_results/GU1Aligned.out.bam 
[16:18:08]  pyseqrna_stats :: INFO : Sorting bam completed for /home/naveen/Documents/Projects/barley_mali/morex_assembly/barley_pyseqrna_results/star_results/GU2Aligned.out.bam 
[16:18:37]  pyseqrna_stats :: INFO : Sorting bam completed for /home/naveen/Documents/Projects/barley_mali/morex_assembly/barley_pyseqrna_results/star_results/GU3Aligned.out.bam 
[16:19:25]  pyseqrna_stats :: INFO : Sorting bam completed for /home/naveen/Documents/Projects/barley_mali/morex_assembly/barley_pyseqrna_results/star_results/GV1Aligned.out.bam 
[16:20:01]  pyseqrna_stats :: INFO : Sorting bam completed for /home/naveen/Documents/Projects/barley_mali/morex_assembly/barley_pyseqrna_results/star_results/GV2Aligned.out.bam 
[16:20:28]  pyseqrna_stats :: INFO : Sorting bam completed for /home/naveen/Documents/Projects/barley_mali/morex_assembly/barley_pyseqrna_results/star_results/GV3Aligned.out.bam 
[16:21:00]  pyseqrna_stats :: INFO : Sorting bam completed for /home/naveen/Documents/Projects/barley_mali/morex_assembly/barley_pyseqrna_results/star_results/GW1Aligned.out.bam 
[16:21:41]  pyseqrna_stats :: INFO : Sorting bam completed for /home/naveen/Documents/Projects/barley_mali/morex_assembly/barley_pyseqrna_results/star_results/GW2Aligned.out.bam 
[16:22:11]  pyseqrna_stats :: INFO : Sorting bam completed for /home/naveen/Documents/Projects/barley_mali/morex_assembly/barley_pyseqrna_results/star_results/GW3Aligned.out.bam 
[16:22:49]  pyseqrna_stats :: INFO : Sorting bam completed for /home/naveen/Documents/Projects/barley_mali/morex_assembly/barley_pyseqrna_results/star_results/GX1Aligned.out.bam 
[16:23:24]  pyseqrna_stats :: INFO : Sorting bam completed for /home/naveen/Documents/Projects/barley_mali/morex_assembly/barley_pyseqrna_results/star_results/GX2Aligned.out.bam 
[16:23:55]  pyseqrna_stats :: INFO : Sorting bam completed for /home/naveen/Documents/Projects/barley_mali/morex_assembly/barley_pyseqrna_results/star_results/GX3Aligned.out.bam 
[16:24:42]  pyseqrna_stats :: INFO : Sorting bam completed for /home/naveen/Documents/Projects/barley_mali/morex_assembly/barley_pyseqrna_results/star_results/OA1Aligned.out.bam 
[16:25:18]  pyseqrna_stats :: INFO : Sorting bam completed for /home/naveen/Documents/Projects/barley_mali/morex_assembly/barley_pyseqrna_results/star_results/OA2Aligned.out.bam 
[16:25:55]  pyseqrna_stats :: INFO : Sorting bam completed for /home/naveen/Documents/Projects/barley_mali/morex_assembly/barley_pyseqrna_results/star_results/OA3Aligned.out.bam 
[16:26:22]  pyseqrna_stats :: INFO : Sorting bam completed for /home/naveen/Documents/Projects/barley_mali/morex_assembly/barley_pyseqrna_results/star_results/OB1Aligned.out.bam 
[16:26:54]  pyseqrna_stats :: INFO : Sorting bam completed for /home/naveen/Documents/Projects/barley_mali/morex_assembly/barley_pyseqrna_results/star_results/OB2Aligned.out.bam 
[16:27:18]  pyseqrna_stats :: INFO : Sorting bam completed for /home/naveen/Documents/Projects/barley_mali/morex_assembly/barley_pyseqrna_results/star_results/OB3Aligned.out.bam 
[16:27:50]  pyseqrna_stats :: INFO : Sorting bam completed for /home/naveen/Documents/Projects/barley_mali/morex_assembly/barley_pyseqrna_results/star_results/OC1Aligned.out.bam 
[16:28:19]  pyseqrna_stats :: INFO : Sorting bam completed for /home/naveen/Documents/Projects/barley_mali/morex_assembly/barley_pyseqrna_results/star_results/OC2Aligned.out.bam 
[16:28:51]  pyseqrna_stats :: INFO : Sorting bam completed for /home/naveen/Documents/Projects/barley_mali/morex_assembly/barley_pyseqrna_results/star_results/OC3Aligned.out.bam 
[16:29:21]  pyseqrna_stats :: INFO : Sorting bam completed for /home/naveen/Documents/Projects/barley_mali/morex_assembly/barley_pyseqrna_results/star_results/OD1Aligned.out.bam 
[16:29:57]  pyseqrna_stats :: INFO : Sorting bam completed for /home/naveen/Documents/Projects/barley_mali/morex_assembly/barley_pyseqrna_results/star_results/OD2Aligned.out.bam 
[16:30:34]  pyseqrna_stats :: INFO : Sorting bam completed for /home/naveen/Documents/Projects/barley_mali/morex_assembly/barley_pyseqrna_results/star_results/OD3Aligned.out.bam 
[16:30:59]  pyseqrna_stats :: INFO : Sorting bam completed for /home/naveen/Documents/Projects/barley_mali/morex_assembly/barley_pyseqrna_results/star_results/OE1Aligned.out.bam 
[16:31:29]  pyseqrna_stats :: INFO : Sorting bam completed for /home/naveen/Documents/Projects/barley_mali/morex_assembly/barley_pyseqrna_results/star_results/OE2Aligned.out.bam 
[16:31:55]  pyseqrna_stats :: INFO : Sorting bam completed for /home/naveen/Documents/Projects/barley_mali/morex_assembly/barley_pyseqrna_results/star_results/OE3Aligned.out.bam 
[16:32:31]  pyseqrna_stats :: INFO : Sorting bam completed for /home/naveen/Documents/Projects/barley_mali/morex_assembly/barley_pyseqrna_results/star_results/OF1Aligned.out.bam 
[16:33:05]  pyseqrna_stats :: INFO : Sorting bam completed for /home/naveen/Documents/Projects/barley_mali/morex_assembly/barley_pyseqrna_results/star_results/OF2Aligned.out.bam 
[16:33:29]  pyseqrna_stats :: INFO : Sorting bam completed for /home/naveen/Documents/Projects/barley_mali/morex_assembly/barley_pyseqrna_results/star_results/OF3Aligned.out.bam 
[16:34:02]  pyseqrna_stats :: INFO : Sorting bam completed for /home/naveen/Documents/Projects/barley_mali/morex_assembly/barley_pyseqrna_results/star_results/OG1Aligned.out.bam 
[16:34:34]  pyseqrna_stats :: INFO : Sorting bam completed for /home/naveen/Documents/Projects/barley_mali/morex_assembly/barley_pyseqrna_results/star_results/OG2Aligned.out.bam 
[16:34:59]  pyseqrna_stats :: INFO : Sorting bam completed for /home/naveen/Documents/Projects/barley_mali/morex_assembly/barley_pyseqrna_results/star_results/OG3Aligned.out.bam 
[16:35:54]  pyseqrna_stats :: INFO : Sorting bam completed for /home/naveen/Documents/Projects/barley_mali/morex_assembly/barley_pyseqrna_results/star_results/OH1Aligned.out.bam 
[16:36:30]  pyseqrna_stats :: INFO : Sorting bam completed for /home/naveen/Documents/Projects/barley_mali/morex_assembly/barley_pyseqrna_results/star_results/OH2Aligned.out.bam 
[16:36:59]  pyseqrna_stats :: INFO : Sorting bam completed for /home/naveen/Documents/Projects/barley_mali/morex_assembly/barley_pyseqrna_results/star_results/OH3Aligned.out.bam 
[16:37:32]  pyseqrna_stats :: INFO : Sorting bam completed for /home/naveen/Documents/Projects/barley_mali/morex_assembly/barley_pyseqrna_results/star_results/OI1Aligned.out.bam 
[16:38:17]  pyseqrna_stats :: INFO : Sorting bam completed for /home/naveen/Documents/Projects/barley_mali/morex_assembly/barley_pyseqrna_results/star_results/OI2Aligned.out.bam 
[16:38:46]  pyseqrna_stats :: INFO : Sorting bam completed for /home/naveen/Documents/Projects/barley_mali/morex_assembly/barley_pyseqrna_results/star_results/OI3Aligned.out.bam 
[16:39:16]  pyseqrna_stats :: INFO : Sorting bam completed for /home/naveen/Documents/Projects/barley_mali/morex_assembly/barley_pyseqrna_results/star_results/OJ1Aligned.out.bam 
[16:39:47]  pyseqrna_stats :: INFO : Sorting bam completed for /home/naveen/Documents/Projects/barley_mali/morex_assembly/barley_pyseqrna_results/star_results/OJ2Aligned.out.bam 
[16:40:23]  pyseqrna_stats :: INFO : Sorting bam completed for /home/naveen/Documents/Projects/barley_mali/morex_assembly/barley_pyseqrna_results/star_results/OJ3Aligned.out.bam 
[16:40:52]  pyseqrna_stats :: INFO : Sorting bam completed for /home/naveen/Documents/Projects/barley_mali/morex_assembly/barley_pyseqrna_results/star_results/OK1Aligned.out.bam 
[16:41:31]  pyseqrna_stats :: INFO : Sorting bam completed for /home/naveen/Documents/Projects/barley_mali/morex_assembly/barley_pyseqrna_results/star_results/OK2Aligned.out.bam 
[16:42:00]  pyseqrna_stats :: INFO : Sorting bam completed for /home/naveen/Documents/Projects/barley_mali/morex_assembly/barley_pyseqrna_results/star_results/OK3Aligned.out.bam 
[16:42:33]  pyseqrna_stats :: INFO : Sorting bam completed for /home/naveen/Documents/Projects/barley_mali/morex_assembly/barley_pyseqrna_results/star_results/OL1Aligned.out.bam 
[16:43:05]  pyseqrna_stats :: INFO : Sorting bam completed for /home/naveen/Documents/Projects/barley_mali/morex_assembly/barley_pyseqrna_results/star_results/OL2Aligned.out.bam 
[16:43:43]  pyseqrna_stats :: INFO : Sorting bam completed for /home/naveen/Documents/Projects/barley_mali/morex_assembly/barley_pyseqrna_results/star_results/OL3Aligned.out.bam 
[16:44:06]  pyseqrna_stats :: INFO : Sorting bam completed for /home/naveen/Documents/Projects/barley_mali/morex_assembly/barley_pyseqrna_results/star_results/OM1Aligned.out.bam 
[16:44:37]  pyseqrna_stats :: INFO : Sorting bam completed for /home/naveen/Documents/Projects/barley_mali/morex_assembly/barley_pyseqrna_results/star_results/OM2Aligned.out.bam 
[16:45:03]  pyseqrna_stats :: INFO : Sorting bam completed for /home/naveen/Documents/Projects/barley_mali/morex_assembly/barley_pyseqrna_results/star_results/OM3Aligned.out.bam 
[16:45:38]  pyseqrna_stats :: INFO : Sorting bam completed for /home/naveen/Documents/Projects/barley_mali/morex_assembly/barley_pyseqrna_results/star_results/ON1Aligned.out.bam 
[16:46:17]  pyseqrna_stats :: INFO : Sorting bam completed for /home/naveen/Documents/Projects/barley_mali/morex_assembly/barley_pyseqrna_results/star_results/ON2Aligned.out.bam 
[16:46:45]  pyseqrna_stats :: INFO : Sorting bam completed for /home/naveen/Documents/Projects/barley_mali/morex_assembly/barley_pyseqrna_results/star_results/ON3Aligned.out.bam 
[16:47:14]  pyseqrna_stats :: INFO : Sorting bam completed for /home/naveen/Documents/Projects/barley_mali/morex_assembly/barley_pyseqrna_results/star_results/OO1Aligned.out.bam 
[16:47:42]  pyseqrna_stats :: INFO : Sorting bam completed for /home/naveen/Documents/Projects/barley_mali/morex_assembly/barley_pyseqrna_results/star_results/OO2Aligned.out.bam 
[16:48:12]  pyseqrna_stats :: INFO : Sorting bam completed for /home/naveen/Documents/Projects/barley_mali/morex_assembly/barley_pyseqrna_results/star_results/OO3Aligned.out.bam 
[16:49:00]  pyseqrna_stats :: INFO : Sorting bam completed for /home/naveen/Documents/Projects/barley_mali/morex_assembly/barley_pyseqrna_results/star_results/OP1Aligned.out.bam 
[16:49:37]  pyseqrna_stats :: INFO : Sorting bam completed for /home/naveen/Documents/Projects/barley_mali/morex_assembly/barley_pyseqrna_results/star_results/OP2Aligned.out.bam 
[16:50:16]  pyseqrna_stats :: INFO : Sorting bam completed for /home/naveen/Documents/Projects/barley_mali/morex_assembly/barley_pyseqrna_results/star_results/OP3Aligned.out.bam 
[16:50:47]  pyseqrna_stats :: INFO : Sorting bam completed for /home/naveen/Documents/Projects/barley_mali/morex_assembly/barley_pyseqrna_results/star_results/OQ1Aligned.out.bam 
[16:51:22]  pyseqrna_stats :: INFO : Sorting bam completed for /home/naveen/Documents/Projects/barley_mali/morex_assembly/barley_pyseqrna_results/star_results/OQ2Aligned.out.bam 
[16:51:56]  pyseqrna_stats :: INFO : Sorting bam completed for /home/naveen/Documents/Projects/barley_mali/morex_assembly/barley_pyseqrna_results/star_results/OQ3Aligned.out.bam 
[16:52:25]  pyseqrna_stats :: INFO : Sorting bam completed for /home/naveen/Documents/Projects/barley_mali/morex_assembly/barley_pyseqrna_results/star_results/OR1Aligned.out.bam 
[16:53:02]  pyseqrna_stats :: INFO : Sorting bam completed for /home/naveen/Documents/Projects/barley_mali/morex_assembly/barley_pyseqrna_results/star_results/OR2Aligned.out.bam 
[16:53:39]  pyseqrna_stats :: INFO : Sorting bam completed for /home/naveen/Documents/Projects/barley_mali/morex_assembly/barley_pyseqrna_results/star_results/OR3Aligned.out.bam 
